uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
PE;BR-101;RECIFE;8;3;QUARTA-FEIRA;2;0;7;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PI;BR-343;TERESINA;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PI;BR-316;TERESINA;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE;INTERSEÇÃO DE VIAS";SIM;0
MT;BR-163;SINOP;8;3;QUARTA-FEIRA;2;0;7;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;"RETA;EM OBRAS";SIM;0
MT;BR-163;SINOP;8;3;QUARTA-FEIRA;2;0;6;06H-08H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;CAPOTAMENTO;CÉU CLARO;SIMPLES;"RETA;EM OBRAS";NÃO;0
RS;BR-293;MORRO REDONDO;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;NEVOEIRO/NEBLINA;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-040;CONTAGEM;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;CURVA;SIM;0
PE;BR-428;PETROLINA;8;3;QUARTA-FEIRA;2;0;7;06H-08H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PE;BR-101;PAULISTA;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;SOL;MÚLTIPLA;RETA;SIM;0
PR;BR-373;PRUDENTOPOLIS;8;3;QUARTA-FEIRA;2;0;9;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
GO;BR-050;CATALAO;8;3;QUARTA-FEIRA;2;0;5;03H-05H;MADRUGADA;AMANHECER;DEFICIÊNCIA DO SISTEMA DE ILUMINAÇÃO/SINALIZAÇÃO;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"RETA;DESVIO TEMPORÁRIO;EM OBRAS";SIM;0
BA;BR-324;SALVADOR;8;3;QUARTA-FEIRA;2;0;9;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;DUPLA;RETA;SIM;0
PE;BR-408;JABOATAO DOS GUARARAPES;8;3;QUARTA-FEIRA;2;0;9;09H-11H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;TOMBAMENTO;CÉU CLARO;DUPLA;CURVA;NÃO;0
PR;BR-376;PONTA GROSSA;8;3;QUARTA-FEIRA;2;0;7;06H-08H;MANHÃ;PLENO DIA;PISTA ESCORREGADIA;TOMBAMENTO;NUBLADO;DUPLA;"CURVA;DECLIVE";SIM;0
RN;BR-406;SAO GONCALO DO AMARANTE;8;3;QUARTA-FEIRA;2;0;9;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CHUVA;DUPLA;RETA;NÃO;0
RN;BR-101;PARNAMIRIM;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;NUBLADO;SIMPLES;RETA;NÃO;0
RJ;BR-116;NOVA IGUACU;8;3;QUARTA-FEIRA;2;0;8;06H-08H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-116;ANTONINA;8;3;QUARTA-FEIRA;2;0;7;06H-08H;MANHÃ;PLENO DIA;CHUVA;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;CURVA;NÃO;0
MG;BR-262;UBERABA;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
MA;BR-135;PRESIDENTE DUTRA;7;3;TERÇA-FEIRA;1;0;14;12H-14H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
SP;BR-116;GUARULHOS;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;NUBLADO;MÚLTIPLA;"RETA;EM OBRAS";SIM;0
PR;BR-476;PAULA FREITAS;7;3;SEXTA-FEIRA;4;0;1;00H-02H;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;RETA;NÃO;0
SC;BR-101;BALNEARIO CAMBORIU;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;MÚLTIPLA;INTERSEÇÃO DE VIAS;SIM;0
RS;BR-470;BENTO GONCALVES;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;ACUMULO DE ÓLEO SOBRE O PAVIMENTO;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;CURVA;NÃO;0
MG;BR-381;OLIVEIRA;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;CURVA;NÃO;0
GO;BR-364;CACHOEIRA ALTA;7;3;SEGUNDA-FEIRA;0;0;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;SOL;SIMPLES;RETA;NÃO;0
PR;BR-376;MAUA DA SERRA;8;3;QUARTA-FEIRA;2;0;10;09H-11H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;SOL;DUPLA;RETA;NÃO;0
SC;BR-470;RIO DO SUL;7;3;QUINTA-FEIRA;3;0;16;15H-17H;TARDE;PLENO DIA;FREAR BRUSCAMENTE;COLISÃO TRASEIRA;CHUVA;SIMPLES;RETA;NÃO;0
RJ;BR-116;SAO JOAO DE MERITI;7;3;SEXTA-FEIRA;4;0;12;12H-14H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO FRONTAL;NUBLADO;MÚLTIPLA;CURVA;SIM;0
CE;BR-020;CARIDADE;7;3;TERÇA-FEIRA;1;0;20;18H-20H;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-262;BETIM;8;3;QUARTA-FEIRA;2;0;11;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;SOL;MÚLTIPLA;"CURVA;ROTATÓRIA";NÃO;0
RN;BR-101;PARNAMIRIM;8;3;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;ACOSTAMENTO EM DESNÍVEL;TOMBAMENTO;CHUVA;DUPLA;RETA;SIM;0
RJ;BR-101;NITEROI;8;3;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;PONTE";NÃO;0
SC;BR-282;FLORIANOPOLIS;8;3;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;CURVA;SIM;0
MG;BR-381;BETIM;8;3;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;DECLIVE";SIM;0
RS;BR-290;SANTO ANTONIO DA PATRULHA;8;3;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;RETA;NÃO;0
RN;BR-304;MOSSORO;8;3;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETORNO REGULAMENTADO;INTERSEÇÃO DE VIAS";SIM;0
MG;BR-381;ANTONIO DIAS;8;3;QUARTA-FEIRA;2;0;11;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;CURVA;NÃO;0
PR;BR-369;CAMBARA;8;3;QUARTA-FEIRA;2;0;12;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;CURVA;NÃO;0
DF;BR-040;BRASILIA;8;3;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
AC;BR-364;RIO BRANCO;8;3;QUARTA-FEIRA;2;0;9;09H-11H;MANHÃ;PLENO DIA;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;TOMBAMENTO;SOL;DUPLA;RETA;NÃO;0
SC;BR-470;APIUNA;8;3;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;NUBLADO;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";SIM;0
PR;BR-116;CURITIBA;7;3;QUARTA-FEIRA;2;0;7;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;NUBLADO;DUPLA;RETA;SIM;0
RN;BR-110;MOSSORO;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PI;BR-316;TERESINA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;SIM;0
SC;BR-280;ARAQUARI;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;RETA;SIM;0
MG;BR-262;ARAXA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";NÃO;0
SE;BR-101;ESTANCIA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;SOL;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";SIM;0
PB;BR-101;BAYEUX;8;3;QUARTA-FEIRA;2;0;15;15H-17H;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-470;IBIRAMA;8;3;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";NÃO;0
MT;BR-174;PONTES E LACERDA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
SP;BR-116;GUARATINGUETA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;TOMBAMENTO;SOL;SIMPLES;ROTATÓRIA;SIM;0
RN;BR-101;SAO GONCALO DO AMARANTE;7;3;SEGUNDA-FEIRA;0;0;16;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ENGAVETAMENTO;SOL;DUPLA;RETA;SIM;0
RJ;BR-040;PETROPOLIS;8;3;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;CURVA;SIM;0
SC;BR-470;APIUNA;6;2;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CHUVA;SIMPLES;RETA;NÃO;0
SP;BR-116;TAUBATE;8;3;QUARTA-FEIRA;2;0;16;15H-17H;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO COM OBJETO;SOL;DUPLA;RETA;SIM;0
SC;BR-280;IRINEOPOLIS;7;3;SÁBADO;5;1;0;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"ACLIVE;INTERSEÇÃO DE VIAS";NÃO;0
SC;BR-101;ITAJAI;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;NUBLADO;MÚLTIPLA;CURVA;SIM;0
GO;BR-153;HIDROLANDIA;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
PE;BR-232;BELO JARDIM;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;SIMPLES;"DECLIVE;RETA";NÃO;0
RN;BR-226;NATAL;8;3;QUARTA-FEIRA;2;0;16;15H-17H;TARDE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
RN;BR-101;PARNAMIRIM;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
CE;BR-222;FORTALEZA;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PE;BR-101;RECIFE;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENA NOITE;TRANSITAR NO ACOSTAMENTO;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-280;GUARAMIRIM;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;GAROA/CHUVISCO;DUPLA;CURVA;NÃO;0
PR;BR-116;CAMPINA GRANDE DO SUL;8;3;QUARTA-FEIRA;2;0;15;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;GAROA/CHUVISCO;DUPLA;RETA;NÃO;0
RS;BR-158;ITAARA;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"EM OBRAS;CURVA";NÃO;0
BA;BR-020;CORRENTINA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-381;OLIVEIRA;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
SP;BR-381;MAIRIPORA;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"DECLIVE;RETA";NÃO;0
RN;BR-406;CEARA-MIRIM;6;2;DOMINGO;6;1;17;15H-17H;TARDE;ANOITECER;CONVERSÃO PROIBIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";SIM;0
GO;BR-070;AGUAS LINDAS DE GOIAS;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
PB;BR-101;BAYEUX;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
TO;BR-153;ARAGUAINA;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-381;BOM JESUS DO AMPARO;7;3;TERÇA-FEIRA;1;0;19;18H-20H;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;CURVA;SIM;0
SC;BR-282;XAXIM;8;3;QUARTA-FEIRA;2;0;16;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO FRONTAL;CHUVA;SIMPLES;RETA;NÃO;0
RO;BR-364;PORTO VELHO;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-163;GUARACIABA;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;CURVA;NÃO;0
RJ;BR-493;NOVA IGUACU;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENO DIA;MAL SÚBITO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;SIM;0
RO;BR-435;COLORADO DO OESTE;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENA NOITE;ACUMULO DE AREIA OU DETRITOS SOBRE O PAVIMENTO;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-104;PANELAS;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"DECLIVE;CURVA";NÃO;1
SC;BR-101;BIGUACU;8;3;QUARTA-FEIRA;2;0;19;18H-20H;NOITE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;MÚLTIPLA;RETA;SIM;0
SP;BR-153;SAO JOSE DO RIO PRETO;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;TOMBAMENTO;CÉU CLARO;DUPLA;"DECLIVE;RETA";NÃO;0
SC;BR-282;BOM RETIRO;8;3;QUARTA-FEIRA;2;0;15;15H-17H;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO TRANSVERSAL;GAROA/CHUVISCO;SIMPLES;CURVA;NÃO;1
RJ;BR-101;RIO DE JANEIRO;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
BA;BR-135;FORMOSA DO RIO PRETO;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
RS;BR-470;SAO JOSE DO SUL;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;RETA;NÃO;0
AP;BR-210;MACAPA;7;3;DOMINGO;6;1;19;18H-20H;NOITE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
BA;BR-242;SEABRA;8;3;QUARTA-FEIRA;2;0;14;12H-14H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SC;BR-280;CORUPA;7;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-381;EXTREMA;8;3;QUARTA-FEIRA;2;0;19;18H-20H;NOITE;PLENA NOITE;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";NÃO;0
RS;BR-116;CAXIAS DO SUL;8;3;QUARTA-FEIRA;2;0;17;15H-17H;TARDE;ANOITECER;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;EVENTOS ATÍPICOS;NUBLADO;DUPLA;CURVA;NÃO;0
PE;BR-101;ESCADA;8;3;QUARTA-FEIRA;2;0;19;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;NUBLADO;DUPLA;RETA;SIM;0
RS;BR-116;SAO MARCOS;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;ROTATÓRIA;SIM;0
RS;BR-386;ESTRELA;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;PEDESTRE ANDAVA NA PISTA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;NÃO;1
RS;BR-471;CHUI;8;3;QUARTA-FEIRA;2;0;19;18H-20H;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;RETA;SIM;0
PB;BR-230;SOBRADO;8;3;QUARTA-FEIRA;2;0;19;18H-20H;NOITE;PLENA NOITE;CONDUTOR DORMINDO;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-262;JUATUBA;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-376;PONTA GROSSA;8;3;QUARTA-FEIRA;2;0;19;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO COM OBJETO;IGNORADO;DUPLA;RETA;NÃO;0
RO;BR-364;PORTO VELHO;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;SIM;0
ES;BR-101;LINHARES;8;3;QUARTA-FEIRA;2;0;21;21H-23H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
SC;BR-101;ITAJAI;8;3;QUARTA-FEIRA;2;0;21;21H-23H;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
SC;BR-282;CATANDUVAS;8;3;QUARTA-FEIRA;2;0;18;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRANSVERSAL;IGNORADO;SIMPLES;"CURVA;DECLIVE";NÃO;0
PR;BR-277;CASCAVEL;8;3;QUARTA-FEIRA;2;0;21;21H-23H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;NUBLADO;SIMPLES;CURVA;SIM;0
